id	일시	자치구	승차총승객수	하차총승객수
197	20200108	은평구	189050.0	182428.0
198	20200108	종로구	299191.0	301463.0
199	20200108	중구	362794.0	368704.0
200	20200108	중랑구	83200.0	81616.0
201	20200109	강남구	704250.0	737178.0
202	20200109	강동구	179146.0	174304.0
203	20200109	강북구	92407.0	89442.0
204	20200109	강서구	277244.0	267003.0
205	20200109	관악구	137328.0	132454.0
206	20200109	광진구	156886.0	155345.0
207	20200109	구로구	241655.0	241187.0
208	20200109	금천구	104504.0	108314.0
209	20200109	노원구	222584.0	218256.0
210	20200109	도봉구	74926.0	73443.0
211	20200109	동대문구	117844.0	115705.0
212	20200109	동작구	246457.0	244177.0
213	20200109	마포구	345917.0	356628.0
214	20200109	서대문구	39778.0	38522.0
215	20200109	서초구	191533.0	194549.0
216	20200109	성동구	175729.0	178174.0
217	20200109	성북구	128312.0	120447.0
218	20200109	송파구	259858.0	256317.0
219	20200109	양천구	88458.0	89220.0
220	20200109	영등포구	331223.0	336982.0
221	20200109	용산구	118011.0	120993.0
222	20200109	은평구	192898.0	185823.0
223	20200109	종로구	307003.0	309111.0
224	20200109	중구	368398.0	375707.0
225	20200109	중랑구	84514.0	82851.0
226	20200110	강남구	730038.0	773926.0
227	20200110	강동구	183564.0	177908.0
228	20200110	강북구	95101.0	91181.0
229	20200110	강서구	286470.0	271948.0
230	20200110	관악구	143103.0	135923.0
231	20200110	광진구	163554.0	165786.0
232	20200110	구로구	247413.0	247473.0
233	20200110	금천구	106390.0	109504.0
234	20200110	노원구	228741.0	223158.0
235	20200110	도봉구	77511.0	75710.0
236	20200110	동대문구	121827.0	118210.0
237	20200110	동작구	262163.0	260092.0
238	20200110	마포구	363012.0	385151.0
239	20200110	서대문구	41284.0	39364.0
240	20200110	서초구	209296.0	213607.0
241	20200110	성동구	181285.0	182846.0
242	20200110	성북구	130793.0	120218.0
243	20200110	송파구	268116.0	264862.0
244	20200110	양천구	91017.0	91486.0
245	20200110	영등포구	346560.0	352043.0
246	20200110	용산구	129217.0	134925.0
247	20200110	은평구	196627.0	187667.0
248	20200110	종로구	316364.0	323686.0
249	20200110	중구	377525.0	385259.0
250	20200110	중랑구	87505.0	84494.0
251	20200111	강남구	472667.0	493988.0
252	20200111	강동구	134492.0	130968.0
253	20200111	강북구	74894.0	71137.0
254	20200111	강서구	201848.0	192322.0
255	20200111	관악구	112604.0	105891.0
256	20200111	광진구	135858.0	139077.0
257	20200111	구로구	184982.0	183688.0
258	20200111	금천구	46873.0	47472.0
259	20200111	노원구	173162.0	168777.0
260	20200111	도봉구	60630.0	60034.0
261	20200111	동대문구	99939.0	97527.0
262	20200111	동작구	208296.0	206360.0
263	20200111	마포구	321614.0	341782.0
264	20200111	서대문구	32529.0	32067.0
265	20200111	서초구	184175.0	185796.0
266	20200111	성동구	118839.0	119454.0
267	20200111	성북구	93021.0	84831.0
268	20200111	송파구	184515.0	180726.0
269	20200111	양천구	64615.0	63748.0
270	20200111	영등포구	221189.0	225199.0
271	20200111	용산구	110013.0	117663.0
272	20200111	은평구	141652.0	136557.0
273	20200111	종로구	280152.0	284181.0
274	20200111	중구	267536.0	271132.0
275	20200111	중랑구	67382.0	63794.0
276	20200112	강남구	283582.0	284013.0
277	20200112	강동구	95778.0	95009.0
278	20200112	강북구	57057.0	54839.0
279	20200112	강서구	144229.0	142713.0
280	20200112	관악구	82164.0	81629.0
281	20200112	광진구	103918.0	103816.0
282	20200112	구로구	130062.0	128624.0
283	20200112	금천구	34009.0	34841.0
284	20200112	노원구	128026.0	125884.0
285	20200112	도봉구	47730.0	47898.0
286	20200112	동대문구	70823.0	70330.0
287	20200112	동작구	143797.0	145818.0
288	20200112	마포구	235791.0	231815.0
289	20200112	서대문구	22536.0	22442.0
290	20200112	서초구	139137.0	142238.0
291	20200112	성동구	87099.0	87933.0
292	20200112	성북구	68482.0	64182.0
293	20200112	송파구	128617.0	130420.0
294	20200112	양천구	43857.0	44211.0
295	20200112	영등포구	156301.0	154694.0
296	20200112	용산구	86093.0	82385.0
297	20200112	은평구	100817.0	99805.0
298	20200112	종로구	180994.0	179140.0
299	20200112	중구	193713.0	194317.0
300	20200112	중랑구	48650.0	48116.0
301	20200113	강남구	691988.0	723280.0
302	20200113	강동구	175686.0	171915.0
