id	일시	자치구	승차총승객수	하차총승객수
639	20200126	서대문구	113066.0	110586.0
640	20200126	서초구	127227.0	117689.0
641	20200126	성동구	49518.0	47754.0
642	20200126	성북구	120344.0	122393.0
643	20200126	송파구	101935.0	101587.0
644	20200126	양천구	76293.0	73253.0
645	20200126	영등포구	112173.0	112693.0
646	20200126	용산구	87197.0	81528.0
647	20200126	은평구	105235.0	104986.0
648	20200126	종로구	110660.0	102296.0
649	20200126	중구	78781.0	70365.0
650	20200126	중랑구	72150.0	71142.0
651	20200127	강남구	131009.0	121724.0
652	20200127	강동구	59039.0	58387.0
653	20200127	강북구	117270.0	114611.0
654	20200127	강서구	98935.0	97995.0
655	20200127	관악구	160288.0	165559.0
656	20200127	광진구	61017.0	60079.0
657	20200127	구로구	111854.0	107177.0
658	20200127	금천구	79167.0	75326.0
659	20200127	노원구	90730.0	89601.0
660	20200127	도봉구	76506.0	74967.0
661	20200127	동대문구	104405.0	102882.0
662	20200127	동작구	111762.0	108512.0
663	20200127	마포구	102799.0	100706.0
664	20200127	서대문구	118222.0	115303.0
665	20200127	서초구	133941.0	124567.0
666	20200127	성동구	53997.0	51929.0
667	20200127	성북구	127438.0	129239.0
668	20200127	송파구	111445.0	110902.0
669	20200127	양천구	83620.0	80165.0
670	20200127	영등포구	111164.0	111614.0
671	20200127	용산구	79113.0	75737.0
672	20200127	은평구	107945.0	106650.0
673	20200127	종로구	101809.0	96081.0
674	20200127	중구	72000.0	63802.0
675	20200127	중랑구	76533.0	75552.0
676	20200128	강남구	326189.0	307931.0
677	20200128	강동구	115530.0	112474.0
678	20200128	강북구	190898.0	183727.0
679	20200128	강서구	189934.0	187887.0
680	20200128	관악구	285524.0	291308.0
681	20200128	광진구	104473.0	104193.0
682	20200128	구로구	218801.0	210627.0
683	20200128	금천구	151629.0	143622.0
684	20200128	노원구	169696.0	165962.0
685	20200128	도봉구	136463.0	132529.0
686	20200128	동대문구	197566.0	193233.0
687	20200128	동작구	214640.0	206503.0
688	20200128	마포구	205009.0	200045.0
689	20200128	서대문구	225148.0	220646.0
