id	일시	평균기온	최저기온	최고기온	강수_계속시간	일강수량
1596	2024-05-14	18.8	12.7	24.7	0.0	0.0
1597	2024-05-15	12.6	7.2	18.8	10.5	20.6
1598	2024-05-16	13.7	6.9	19.8	1.75	0.1
1599	2024-05-17	18.3	10.8	24.9	0.0	0.0
1600	2024-05-18	20.7	16.0	26.5	0.0	0.0
1601	2024-05-19	21.5	15.9	27.9	0.0	0.0
1602	2024-05-20	19.4	16.8	22.8	0.0	0.0
1603	2024-05-21	21.7	16.3	28.3	0.0	0.0
1604	2024-05-22	20.5	16.4	25.5	0.0	0.0
1605	2024-05-23	20.2	15.8	26.4	0.0	0.0
1606	2024-05-24	20.1	15.7	24.7	0.0	0.0
1607	2024-05-25	21.4	18.7	24.7	0.0	0.0
1608	2024-05-26	19.9	17.0	23.7	8.33	8.7
1609	2024-05-27	18.5	14.1	22.6	0.0	0.0
1610	2024-05-28	20.4	14.3	26.1	0.0	0.0
1611	2024-05-29	21.2	15.4	26.8	0.0	0.0
1612	2024-05-30	20.7	16.2	24.6	0.0	0.0
1613	2024-05-31	20.4	16.9	25.4	1.75	1.0
1614	2024-06-01	20.7	17.5	25.2	0.67	0.0
1615	2024-06-02	20.4	15.7	25.8	0.0	0.0
1616	2024-06-03	22.2	15.7	28.7	0.0	0.0
1617	2024-06-04	22.8	16.3	29.3	0.0	0.0
1618	2024-06-05	23.6	18.1	30.1	0.0	0.0
1619	2024-06-06	24.1	19.3	31.4	0.0	0.0
1620	2024-06-07	23.1	18.3	28.0	4.17	0.8
1621	2024-06-08	20.3	17.9	25.0	11.5	16.9
1622	2024-06-09	22.9	17.4	28.8	0.0	0.0
1623	2024-06-10	24.7	19.0	31.1	0.0	0.0
1624	2024-06-11	25.4	21.7	31.6	0.0	0.0
1625	2024-06-12	24.8	19.2	31.8	0.0	0.0
1626	2024-06-13	26.4	20.0	32.8	0.0	0.0
1627	2024-06-14	26.3	21.4	33.0	0.0	0.0
1628	2024-06-15	24.2	21.8	28.2	6.0	6.1
1629	2024-06-16	24.3	19.9	29.5	0.0	0.0
1630	2024-06-17	24.8	18.9	30.2	0.0	0.0
1631	2024-06-18	26.0	20.4	32.9	0.0	0.0
1632	2024-06-19	28.8	21.4	35.8	0.0	0.0
1633	2024-06-20	29.4	23.4	35.4	0.0	0.0
1634	2024-06-21	28.1	22.9	33.9	0.0	0.0
1635	2024-06-22	24.2	22.6	26.1	13.67	16.5
1636	2024-06-23	25.1	22.5	30.1	8.42	5.1
1637	2024-06-24	24.3	21.2	27.9	0.33	0.0
1638	2024-06-25	22.9	19.1	27.2	0.0	0.0
1639	2024-06-26	24.9	18.9	31.6	0.0	0.0
1640	2024-06-27	26.3	20.6	31.6	0.0	0.0
1641	2024-06-28	26.6	21.3	32.5	0.0	0.0
1642	2024-06-29	26.7	21.6	32.3	5.42	38.3
1643	2024-06-30	23.5	22.0	24.9	7.08	32.2
1644	2024-07-01	26.3	22.0	31.3	0.0	0.0
1645	2024-07-02	23.2	21.9	25.2	17.25	65.1
1646	2024-07-03	24.7	23.6	25.9	3.67	0.8
1647	2024-07-04	26.8	23.2	30.6	3.13	3.6
1648	2024-07-05	23.4	21.3	26.1	6.92	4.1
1649	2024-07-06	25.1	22.1	30.0	5.92	2.8
1650	2024-07-07	24.4	21.5	28.2	5.17	28.7
1651	2024-07-08	23.8	23.1	24.5	17.83	21.1
1652	2024-07-09	24.5	22.7	26.7	6.17	0.3
1653	2024-07-10	26.6	22.7	31.1	3.92	1.4
1654	2024-07-11	25.7	23.3	28.9	0.0	0.0
1655	2024-07-12	25.6	21.8	30.2	0.0	0.0
1656	2024-07-13	28.1	23.5	33.3	0.5	0.0
1657	2024-07-14	28.4	24.9	32.1	0.47	0.4
1658	2024-07-15	28.4	24.5	31.3	0.17	0.0
1659	2024-07-16	27.0	24.6	30.7	9.93	17.0
1660	2024-07-17	25.4	24.1	28.1	18.58	98.8
1661	2024-07-18	24.3	23.1	25.6	17.92	128.8
1662	2024-07-19	27.0	24.2	30.8	3.83	0.1
1663	2024-07-20	27.2	25.1	30.6	4.42	14.9
1664	2024-07-21	26.5	22.5	29.8	8.47	8.5
1665	2024-07-22	26.6	24.3	27.9	10.33	79.9
1666	2024-07-23	26.4	25.8	27.3	6.33	2.0
1667	2024-07-24	28.1	26.0	30.9	6.25	14.7
1668	2024-07-25	28.8	25.4	32.2	2.67	25.3
1669	2024-07-26	28.7	25.2	32.7	3.0	5.5
1670	2024-07-27	28.9	27.5	31.7	4.92	33.5
1671	2024-07-28	29.2	27.3	32.2	0.33	0.0
1672	2024-07-29	27.4	26.8	27.8	5.5	0.0
1673	2024-07-30	28.6	26.3	31.9	0.0	0.0
1674	2024-07-31	29.4	27.0	33.3	0.0	0.0
1675	2024-08-01	29.9	27.3	33.2	1.42	0.3
1676	2024-08-02	29.6	28.2	32.5	0.0	0.0
1677	2024-08-03	30.2	27.2	34.2	0.0	0.0
1678	2024-08-04	31.8	27.3	36.2	0.0	0.0
1679	2024-08-05	30.0	26.9	33.7	3.53	1.3
1680	2024-08-06	29.5	25.6	33.5	0.75	0.0
1681	2024-08-07	29.6	27.2	33.4	1.33	3.4
1682	2024-08-08	28.5	26.9	31.6	1.83	0.0
1683	2024-08-09	29.3	25.6	33.6	0.0	0.0
1684	2024-08-10	30.0	26.4	33.6	0.0	0.0
1685	2024-08-11	30.8	27.8	34.4	0.0	0.0
1686	2024-08-12	31.1	28.2	34.1	0.0	0.0
1687	2024-08-13	31.3	28.1	36.4	2.08	0.0
1688	2024-08-14	30.0	27.3	34.9	1.75	3.0
1689	2024-08-15	29.2	26.7	34.6	3.25	6.4
1690	2024-08-16	29.8	26.8	34.3	0.25	0.0
1691	2024-08-17	29.8	27.2	34.0	1.5	11.0
1692	2024-08-18	29.5	27.0	33.9	1.08	0.0
1693	2024-08-19	29.7	26.3	35.3	0.92	2.3
1694	2024-08-20	31.4	27.0	35.4	0.25	0.0
1695	2024-08-21	28.4	26.9	30.8	12.75	42.2
1696	2024-08-22	28.6	27.1	30.3	4.42	0.6
1697	2024-08-23	28.4	26.4	31.8	0.5	0.0
1698	2024-08-24	27.6	25.1	30.9	3.42	2.0
1699	2024-08-25	28.5	24.9	32.7	0.0	0.0
1700	2024-08-26	28.1	25.6	30.6	0.25	0.0
1701	2024-08-27	26.5	24.6	30.3	5.58	0.3
1702	2024-08-28	28.2	23.0	33.2	0.0	0.0
1703	2024-08-29	28.4	23.4	33.5	0.0	0.0
1704	2024-08-30	28.0	23.7	32.9	0.0	0.0
1705	2024-08-31	27.6	22.6	33.0	0.0	0.0
1706	2024-09-01	27.1	24.6	31.6	0.0	0.0
1707	2024-09-02	24.5	22.2	26.9	5.42	2.7
1708	2024-09-03	27.0	23.2	32.0	0.0	0.0
1709	2024-09-04	27.9	23.2	33.3	0.0	0.0
1710	2024-09-05	26.3	25.6	28.8	4.42	6.9
1711	2024-09-06	24.0	23.3	25.7	9.75	0.7
1712	2024-09-07	26.5	22.8	31.3	0.42	0.0
1713	2024-09-08	27.2	22.6	32.8	0.0	0.0
1714	2024-09-09	28.5	24.1	34.1	0.0	0.0
1715	2024-09-10	29.4	25.6	33.9	0.0	0.0
1716	2024-09-11	29.0	25.4	34.6	2.25	0.4
1717	2024-09-12	25.4	24.8	27.1	18.83	32.7
1718	2024-09-13	25.9	24.2	28.0	18.67	7.6
1719	2024-09-14	28.0	25.2	32.2	0.33	0.0
1720	2024-09-15	27.5	24.2	32.4	0.0	0.0
1721	2024-09-16	26.8	21.3	32.2	3.0	9.5
1722	2024-09-17	28.6	25.8	33.2	0.0	0.0
1723	2024-09-18	29.4	26.5	33.6	0.5	0.7
1724	2024-09-19	29.1	25.6	32.6	0.0	0.0
1725	2024-09-20	25.0	17.9	28.6	15.33	54.5
1726	2024-09-21	19.3	17.1	21.9	8.83	27.0
1727	2024-09-22	21.0	16.9	26.7	0.0	0.0
1728	2024-09-23	20.8	16.6	26.1	0.0	0.0
1729	2024-09-24	21.0	15.6	26.9	0.0	0.0
1730	2024-09-25	23.3	18.6	27.3	0.5	0.0
1731	2024-09-26	23.6	21.1	28.0	3.58	1.2
1732	2024-09-27	22.7	19.1	28.0	0.0	0.0
1733	2024-09-28	23.2	19.2	27.9	0.0	0.0
1734	2024-09-29	23.5	19.1	29.0	0.0	0.0
1735	2024-09-30	23.0	18.3	28.5	0.0	0.0
1736	2024-10-01	18.3	13.3	21.7	4.5	2.5
1737	2024-10-02	14.9	11.6	19.9	0.0	0.0
1738	2024-10-03	16.4	10.8	22.5	0.0	0.0
1739	2024-10-04	17.6	11.9	24.2	0.0	0.0
1740	2024-10-05	17.5	11.6	24.4	0.0	0.0
1741	2024-10-06	15.4	12.3	17.9	2.67	0.0
1742	2024-10-07	16.9	14.0	20.7	0.0	0.0
1743	2024-10-08	17.7	12.7	23.9	0.0	0.0
1744	2024-10-09	18.8	13.9	24.4	0.0	0.0
1745	2024-10-10	18.8	15.3	24.1	0.17	0.0
1746	2024-10-11	18.6	13.9	24.4	0.0	0.0
1747	2024-10-12	18.3	13.4	24.7	0.0	0.0
1748	2024-10-13	18.3	12.6	22.6	0.0	0.0
1749	2024-10-14	19.3	17.6	21.5	1.5	0.0
1750	2024-10-15	19.2	17.6	21.9	5.58	0.5
1751	2024-10-16	18.2	14.4	24.2	0.0	0.0
1752	2024-10-17	19.0	13.8	25.7	0.0	0.0
1753	2024-10-18	17.4	16.2	18.8	11.33	47.1
1754	2024-10-19	16.6	12.4	21.1	2.08	1.0
1755	2024-10-20	13.4	10.5	17.8	0.0	0.0
1756	2024-10-21	14.8	9.7	19.3	2.33	0.0
1757	2024-10-22	15.5	14.9	16.6	21.5	20.6
1758	2024-10-23	12.7	9.4	15.5	5.5	2.3
1759	2024-10-24	12.5	7.1	18.4	0.0	0.0
1760	2024-10-25	14.9	8.7	21.5	0.0	0.0
1761	2024-10-26	17.0	10.7	24.0	0.0	0.0
1762	2024-10-27	16.0	14.0	18.8	0.58	0.0
1763	2024-10-28	15.7	12.3	20.4	0.13	0.0
1764	2024-10-29	15.0	13.4	18.3	1.0	0.0
1765	2024-10-30	15.7	11.4	21.4	0.0	0.0
1766	2024-10-31	15.9	11.0	22.6	0.0	0.0
1767	2024-11-01	15.3	12.9	18.7	0.0	0.0
1768	2024-11-02	18.1	13.0	25.1	0.0	0.0
1769	2024-11-03	17.6	13.0	23.5	0.15	0.0
1770	2024-11-04	14.8	8.9	18.3	0.5	0.1
1771	2024-11-05	9.1	5.6	14.7	0.0	0.0
1772	2024-11-06	7.5	4.1	12.5	0.0	0.0
1773	2024-11-07	7.8	1.6	15.7	0.0	0.0
1774	2024-11-08	10.2	3.1	18.1	0.0	0.0
1775	2024-11-09	12.9	6.8	20.3	0.0	0.0
1776	2024-11-10	14.4	10.3	21.0	0.0	0.0
1777	2024-11-11	14.6	9.7	21.8	0.0	0.0
1778	2024-11-12	14.3	11.0	19.2	0.0	0.0
1779	2024-11-13	14.2	8.3	21.3	0.0	0.0
1780	2024-11-14	14.8	13.2	16.8	4.0	0.1
1781	2024-11-15	17.0	13.7	21.5	0.75	0.0
1782	2024-11-16	17.0	14.4	22.6	5.92	6.5
1783	2024-11-17	7.0	2.1	14.4	0.0	0.0
1784	2024-11-18	2.8	-0.7	7.9	0.0	0.0
1785	2024-11-19	5.7	0.3	11.3	0.0	0.0
1786	2024-11-20	6.5	2.4	9.6	0.0	0.0
1787	2024-11-21	9.7	6.0	14.1	1.83	0.0
1788	2024-11-22	6.2	3.3	10.6	0.0	0.0
1789	2024-11-23	6.4	1.5	12.6	0.0	0.0
1790	2024-11-24	7.4	2.6	14.2	0.0	0.0
1791	2024-11-25	10.1	3.6	15.4	0.42	0.0
1792	2024-11-26	5.8	1.0	12.7	21.67	26.0
1793	2024-11-27	-0.4	-1.3	1.2	19.17	22.4
1794	2024-11-28	0.8	-1.7	3.4	8.83	4.9
1795	2024-11-29	0.2	-3.4	3.4	2.58	0.0
1796	2024-11-30	2.5	-0.5	5.6	1.42	0.0
1797	2024-12-01	5.2	1.6	8.2	2.08	0.5
1798	2024-12-02	6.4	0.6	13.0	0.25	0.0
1799	2024-12-03	1.3	-2.4	5.2	1.08	0.0
1800	2024-12-04	3.1	-0.6	6.9	0.5	0.0
1801	2024-12-05	3.9	-0.1	8.8	0.88	1.8
1802	2024-12-06	2.1	-0.4	5.2	0.0	0.0
1803	2024-12-07	0.2	-2.5	4.6	0.0	0.0
1804	2024-12-08	-0.2	-3.9	4.1	0.0	0.0
1805	2024-12-09	1.0	-3.8	7.4	0.0	0.0
1806	2024-12-10	2.6	-1.9	6.9	0.0	0.0
1807	2024-12-11	3.0	0.2	8.2	0.0	0.0
1808	2024-12-12	0.5	-3.2	5.4	0.0	0.0
1809	2024-12-13	1.0	-1.5	4.5	0.0	0.0
1810	2024-12-14	-0.8	-3.6	2.5	0.0	0.0
1811	2024-12-15	1.2	-2.2	5.4	0.33	0.0
1812	2024-12-16	-0.2	-3.3	3.9	4.75	0.0
1813	2024-12-17	-0.8	-3.5	3.8	0.0	0.0
1814	2024-12-18	-3.4	-6.2	0.9	0.0	0.0
1815	2024-12-19	-1.4	-6.7	4.9	0.0	0.0
1816	2024-12-20	1.4	-2.1	5.3	4.07	0.4
1817	2024-12-21	-0.7	-4.7	1.9	6.25	2.9
1818	2024-12-22	-3.4	-7.7	1.0	0.0	0.0
1819	2024-12-23	0.3	-5.0	6.7	0.0	0.0
1820	2024-12-24	-0.4	-4.3	5.1	0.0	0.0
1821	2024-12-25	2.7	-1.1	6.5	0.5	0.1
1822	2024-12-26	0.1	-4.8	4.2	0.25	0.0
1823	2024-12-27	-2.6	-5.9	1.8	2.0	0.0
1824	2024-12-28	-3.0	-6.7	1.1	0.0	0.0
1825	2024-12-29	1.1	-4.2	6.1	0.0	0.0
1826	2024-12-30	5.5	1.9	10.1	0.25	0.0
1827	2024-12-31	0.6	-2.0	4.9	0.33	0.0
